BKG,25.8092,-80.24
BKG,25.8587,-80.2094
BKG,25.8471,-80.2415
BKG,25.8306,-80.2661
BKG,25.9377,-80.2449
BKG,29.187,-82.1061
BKG,27.9256,-82.7874
BKG,41.8426,-87.7052
BKG,34.0096,-85.9876
BKG,32.9516,-117.062
BKG,40.3206,-79.6927
BKG,40.4446,-75.3591
BKG,40.6251,-111.834
BKG,35.5665,-77.4041
BKG,32.4817,-93.7635
BKG,30.0211,-90.2538
BKG,34.2388,-80.6612
BKG,31.8468,-81.6033
BKG,37.5054,-77.6073
BKG,27.8938,-82.2703
BKG,39.4244,-84.5945
BKG,29.5958,-95.5266
BKG,26.8531,-80.0585
BKG,42.4251,-123.33
BKG,40.7632,-73.878
BKG,42.8576,-77.0013
BKG,35.5601,-77.0607
BKG,35.1632,-114.573
BKG,41.5117,-87.8494
BKG,41.2043,-96.1294
BKG,33.9108,-117.866
BKG,30.2849,-89.7528
BKG,40.7866,-74.6821
BKG,37.2838,-81.2489
BKG,29.9918,-90.2507
BKG,39.3944,-74.3979
BKG,40.9461,-78.9678
BKG,47.2049,-122.234
BKG,39.2051,-122.004
BKG,34.6755,-92.3397
BKG,34.0192,-118.47
BKG,43.0288,-77.4408
BKG,37.3245,-121.912
BKG,44.7158,-92.846
BKG,33.949,-118.386
BKG,34.867,-82.4645
BKG,33.4909,-117.698
BKG,45.1263,-93.2564
BKG,40.796,-75.9685
BKG,38.7621,-77.4598
BKG,44.9506,-123.052
BKG,37.5509,-122.051
BKG,38.2957,-77.5126
BKG,34.7212,-81.217
BKG,29.77,-94.9774
BKG,34.0188,-118.422
BKG,43.1457,-77.709
BKG,41.7169,-73.963
BKG,41.0161,-92.4383
BKG,34.9916,-82.0234
BKG,37.7218,-97.2625
BKG,42.6978,-78.9872
BKG,42.1991,-83.2098
BKG,40.4771,-78.4043
BKG,38.0513,-122.532
BKG,37.6116,-77.3403
BKG,28.3856,-81.4044
BKG,40.1914,-74.712
BKG,29.9882,-95.4985
BKG,37.2285,-80.4231
BKG,44.8265,-93.28
BKG,40.4532,-86.9224
BKG,42.4256,-71.0418
BKG,36.6639,-121.657
BKG,42.5238,-82.9882
BKG,42.0347,-91.6793
BKG,47.5742,-122.329
BKG,42.5041,-70.9221
BKG,36.1334,-86.7793
BKG,30.7675,-85.2038
BKG,33.7878,-117.881
BKG,41.563,-70.5965
BKG,28.0693,-82.4271
BKG,48.2081,-101.307
BKG,42.296,-85.6565
BKG,30.1744,-81.6037
BKG,37.4382,-77.5982
BKG,33.9058,-84.2708
BKG,36.7361,-108.188
BKG,42.1863,-88.0969
BKG,34.1889,-82.4171
BKG,43.408,-85.0316
BKG,32.8894,-105.96
BKG,43.6195,-116.388
BKG,40.067,-83.093
BKG,40.7617,-73.7591
BKG,41.8419,-71.8766
BKG,40.319,-76.5694
BKG,38.9259,-94.5831
BKG,34.2009,-118.57
BKG,29.8514,-95.5051
BKG,34.4354,-83.107
BKG,40.2389,-74.2764
BKG,40.7544,-73.8981
BKG,43.0414,-76.2234
BKG,42.9966,-88.0467
BKG,37.6298,-97.2562
BKG,42.2138,-83.2294
BKG,38.3509,-122.71
BKG,39.9232,-83.7767
BKG,35.2547,-80.8022
BKG,43.1151,-77.6221
BKG,38.9992,-76.882
BKG,38.891,-119.676
BKG,40.7468,-85.1695
BKG,21.9719,-159.379
BKG,33.4579,-90.6356
BKG,43.8694,-91.2108
BKG,40.7646,-73.8225
BKG,42.06,-87.8436
BKG,33.1296,-117.088
BKG,43.0358,-82.4563
BKG,43.0568,-71.4413
BKG,30.6517,-87.9127
BKG,47.0615,-122.765
BKG,26.2107,-81.7411
BKG,38.775,-76.0605
BKG,33.2246,-117.333
BKG,40.7871,-111.943
BKG,33.4374,-112.021
BKG,42.1433,-72.5532
BKG,42.3705,-71.0818
BKG,32.507,-93.6594
BKG,27.8434,-82.6467
BKG,41.8692,-87.9357
